scenario_ids,gt_critical_continuous_individual,gt_critical_continuous_interaction,gt_critical_continuous_safeshift
fd792f3d33ea1f71.pkl,15.944,54.366,35.155
b7bc8b8e8c2c1339.pkl,13.17,42.449,27.809
d0d3f7062a15f070.pkl,13.75,14.432,14.091
f0d9716c3d5b899e.pkl,2.389,9.066,5.728
d564abfd200c7fa7.pkl,14.534,83.228,48.881
13a5d58bcb0ccc48.pkl,5.677,3.31,4.493
6f1e3ae991756a5a.pkl,15.798,17.065,16.431
ab2e48405d1d336e.pkl,8.199,11.472,9.836
6ec3bbc360053224.pkl,5.855,17.049,11.452
19283aae24b776a0.pkl,12.105,45.526,28.816
8d2d7fabb0dbafc9.pkl,3.112,17.832,10.472
8f052ecfe984ec4e.pkl,2.78,7.676,5.228
8387ab688ab9fa0b.pkl,4.475,6.251,5.363
3b7e9c4aae3daef9.pkl,18.894,0.763,9.828
4fd6a3a8aea25009.pkl,1.645,1.287,1.466
761867a0437a6f2d.pkl,6.195,35.037,20.616
50f1c775853eafb2.pkl,13.488,56.945,35.217
510622fb0c932b64.pkl,11.525,56.301,33.913
1e36fdbfc5fc9803.pkl,2.013,3.887,2.95
327822af9a0b4120.pkl,19.687,40.473,30.08
52ee53892b89991a.pkl,4.149,10.867,7.508
9ead1661caa24703.pkl,4.831,4.731,4.781
7c4b45427dc1b610.pkl,6.497,8.542,7.52
dacbb55ff1d730b8.pkl,8.617,19.62,14.118
7336de17fe9cbd30.pkl,6.626,8.442,7.534
ba9d538f0becc190.pkl,21.464,145.863,83.664
6f6963d9d610c6f0.pkl,2.869,0.15,1.509
c450dc845baa3e06.pkl,13.667,5.091,9.379
9380e100a2858edf.pkl,11.828,46.253,29.04
1a1796a2435a167e.pkl,3.341,3.728,3.535
1b88ea97e03be2bf.pkl,3.695,7.358,5.527
cfe0a39ce1b07b99.pkl,6.988,18.409,12.699
bd04cae277c39457.pkl,21.982,70.134,46.058
a234d04194222333.pkl,9.03,25.55,17.29
8bd94375ad61633.pkl,3.062,11.42,7.241
fb94b219f49f93a7.pkl,7.771,24.908,16.34
1271c11268837cd9.pkl,5.839,21.666,13.752
8f40a013c20c28a5.pkl,9.066,14.234,11.65
e93748c470f79cf5.pkl,7.87,35.224,21.547
6f866615498d88a3.pkl,6.297,11.999,9.148
8417f66a54da2b23.pkl,19.008,52.406,35.707
cd1745febad80c5f.pkl,16.567,55.778,36.173
4aecea8741a124ff.pkl,1.403,0.771,1.087
3483c76ca944dc05.pkl,14.608,11.878,13.243
6b567cd4a75b511.pkl,3.306,5.833,4.569
940bec29fcaf73fc.pkl,8.945,26.347,17.646
734716fc7db0390b.pkl,17.089,53.614,35.352
38e0a9482f97abb2.pkl,2.799,11.22,7.009
6288de4857408131.pkl,4.55,10.111,7.331
2b71e3d5ff08880a.pkl,6.685,12.584,9.635
4ce975fc719e207e.pkl,5.241,17.929,11.585
94ee2703b90be90f.pkl,21.79,28.565,25.178
9e97b7ae4d34be1b.pkl,4.706,6.44,5.573
4d905eb39942ef17.pkl,2.584,0.341,1.462
560e931b9d825185.pkl,15.166,8.863,12.014
856c9d6272ce5590.pkl,2.409,7.644,5.027
b0d4538996087fef.pkl,5.249,13.031,9.14
38b402b27b0a2518.pkl,4.906,15.232,10.069
8c5ee495b640a6d8.pkl,3.538,6.362,4.95
79f38dbbc93aaaa0.pkl,3.547,31.423,17.485
dfff605e14daf88f.pkl,11.55,72.613,42.081
4a07dbf3beff0540.pkl,2.961,6.356,4.659
fda2533afa45926a.pkl,10.959,33.61,22.284
691ac221c6ce88cc.pkl,12.996,27.028,20.012
154df628506b85a7.pkl,15.948,29.876,22.912
a9813af40bc3b281.pkl,20.908,8.07,14.489
b10e8eb9ca0170b7.pkl,4.069,7.54,5.805
2436d218a0988322.pkl,9.938,10.885,10.411
d06b20d765cceafe.pkl,5.892,23.436,14.664
566618b38adcd87d.pkl,11.535,25.027,18.281
83768c417288a97.pkl,2.026,7.261,4.643
288b48c7de679013.pkl,9.86,13.338,11.599
f206ad22f154b1c6.pkl,14.149,39.989,27.069
8a8ccea32d0bda39.pkl,5.399,10.175,7.787
d17b91c47012f8da.pkl,22.51,58.262,40.386
91acebac078dacaf.pkl,23.146,70.284,46.715
7a033c1f10ac52e8.pkl,2.193,2.381,2.287
622d23d5f9d60f00.pkl,6.793,71.311,39.052
a4d3c4f952ee1c55.pkl,14.93,90.698,52.814
638fe45059169fdd.pkl,8.913,22.322,15.618
d80085c081b2090c.pkl,13.339,37.289,25.314
bdf78cb932be3e8d.pkl,22.113,102.678,62.395
d6c8252790a545d6.pkl,15.227,67.057,41.142
f512d3936710871f.pkl,11.319,28.775,20.047
adc2c4d55b903bef.pkl,27.169,59.447,43.308
21a1ef42df82c249.pkl,2.786,7.279,5.033
3e92ac4b15d87974.pkl,6.397,0.866,3.631
c162ff61d6d8dcfe.pkl,10.389,13.567,11.978
8ce10c71fa3679ab.pkl,3.369,8.116,5.742
d777ba6845f09f28.pkl,20.379,43.789,32.084
67321719ecc3cb75.pkl,5.949,11.177,8.563
ed77f6b8bb412488.pkl,19.323,29.714,24.518
26266cb662bcbc39.pkl,4.697,14.578,9.637
b70d675ddbfaa50b.pkl,8.662,19.882,14.272
a3be6e7ebd2213ac.pkl,18.721,26.614,22.668
e1befbf491a511ea.pkl,15.149,9.895,12.522
100cf10e3afd7e7b.pkl,5.13,13.569,9.35
97e4854ab4c651e5.pkl,13.235,90.607,51.921
dad85cf81d38a1de.pkl,7.661,9.398,8.53
ec3736cdfb530aa2.pkl,10.615,17.435,14.025
94b8383202bbd3ba.pkl,5.975,10.535,8.255
4cb862163fe960c1.pkl,4.063,10.031,7.047
9feb0ba0439d0a29.pkl,4.338,14.639,9.489
6465a374406c832f.pkl,4.825,13.803,9.314
fca6088b81cb7da1.pkl,14.888,80.837,47.862
e56d0ad1cdcd09ee.pkl,12.801,40.287,26.544
49d3e01f8c974dd0.pkl,13.324,63.488,38.406
65f39ddebbac2688.pkl,7.858,22.444,15.151
c65c34cb319205c6.pkl,12.435,44.869,28.652
d8ce6a6e570a7fb9.pkl,9.257,56.973,33.115
3fb7ef73df057267.pkl,2.6,4.037,3.319
50741dfcb4a98a74.pkl,19.62,47.482,33.551
a3b1ad3c052703a2.pkl,5.0,4.805,4.902
41ef8961ce836ed2.pkl,8.553,21.238,14.896
cac9bffbe3eebb2a.pkl,5.047,4.039,4.543
58cfc3db09ddbd4c.pkl,4.834,10.506,7.67
173371f22f28d73.pkl,12.258,80.039,46.149
d896cb00faac6ab4.pkl,5.372,17.075,11.224
920029d68b8a3867.pkl,15.209,6.274,10.742
85333d34425536d9.pkl,9.797,50.005,29.901
13051f98023395e3.pkl,10.929,19.732,15.33
97981de6b3c96d3f.pkl,8.689,9.171,8.93
da13b4c05a414bcf.pkl,3.194,16.999,10.096
194614ef82b243a3.pkl,13.475,71.461,42.468
9ec3969eaa38b0b9.pkl,6.339,9.597,7.968
e0ee671541ef3c18.pkl,6.392,11.105,8.748
48b2bd8c08415a7b.pkl,7.242,62.528,34.885
e631838336250035.pkl,10.402,24.745,17.573
6114396ed5679ed1.pkl,10.811,34.51,22.66
f55f955410fcc09a.pkl,7.454,27.673,17.564
93345bad534bb699.pkl,3.902,27.026,15.464
b7fced4ddaa4b80d.pkl,6.684,5.32,6.002
70749ec0efe3dc83.pkl,5.956,11.244,8.6
115179def096f520.pkl,9.366,50.575,29.97
f54def9cf4e08bba.pkl,12.409,48.515,30.462
69643b6adeae5bd6.pkl,7.345,16.546,11.946
c508712480f0661d.pkl,15.904,14.79,15.347
652029e4c22cdef6.pkl,16.261,47.704,31.982
a80c527a87ba465e.pkl,15.354,42.528,28.941
bf8d9d1bad9b777a.pkl,16.207,34.219,25.213
49634ab99ed11241.pkl,9.209,13.129,11.169
f5fdf0001c66a975.pkl,18.178,55.591,36.885
4a02431236e6b84a.pkl,6.307,5.801,6.054
2bd51198c5b9239c.pkl,2.69,13.269,7.979
adda4f71dba1258a.pkl,6.815,21.126,13.971
6e933eea0deca5ee.pkl,2.89,1.947,2.418
a37eee68e0556276.pkl,17.074,62.007,39.54
6dd8d1ea755d2ba1.pkl,3.383,4.164,3.773
5d8da79632b024a9.pkl,2.615,11.635,7.125
57f9111814d6b2c7.pkl,9.956,20.63,15.293
48b221f1b229edf9.pkl,5.054,44.815,24.934
b88b14f8a58a09fa.pkl,7.913,18.036,12.974
e2b588684352100c.pkl,10.56,10.605,10.583
32dd861899b0635a.pkl,17.481,36.92,27.201
e164c28a6cd897db.pkl,7.486,64.596,36.041
7cc27ac4e06e9daf.pkl,3.909,1.961,2.935
7c9975ef43a309e4.pkl,2.376,9.445,5.91
edff6b0644bd2087.pkl,4.219,14.948,9.583
9e5258425a6d3d9c.pkl,7.147,6.796,6.972
76d9b2619fd8bd7c.pkl,14.263,42.79,28.527
923cbc32565e90e0.pkl,8.655,10.176,9.415
334f820ef807f588.pkl,8.922,51.353,30.138
efd9b4996a667db7.pkl,17.493,36.17,26.831
22df731838aa0491.pkl,7.564,16.94,12.252
6cf807b7acf8e6fd.pkl,1.942,8.844,5.393
d07662b57175cc91.pkl,12.355,16.724,14.54
a3270e71788e6750.pkl,13.499,6.749,10.124
30e46213786b36bb.pkl,5.376,14.676,10.026
1f073f81b598ed7a.pkl,2.826,3.886,3.356
538516d4f96ff6ae.pkl,14.913,41.619,28.266
d7c2540922772289.pkl,7.26,22.932,15.096
2ce9d178be3e257.pkl,2.167,2.08,2.124
5aa2ccc963e0d2b7.pkl,4.087,10.285,7.186
f110fccbab2b102d.pkl,3.943,26.037,14.99
2fd668b758c53f5.pkl,10.363,3.036,6.7
6a15b8c83aee50f4.pkl,3.371,9.077,6.224
b032a9e650ff2272.pkl,19.02,74.868,46.944
9521c1704eb8e5f2.pkl,27.727,29.399,28.563
153c4a60e41cd871.pkl,12.153,23.469,17.811
fdcc43956133aa89.pkl,2.658,9.746,6.202
ca04f52f94b9004.pkl,5.845,11.211,8.528
efed3c0435dfbab.pkl,12.371,51.699,32.035
87b1cd32a0926ce4.pkl,13.646,19.326,16.486
724b2914477f9606.pkl,14.994,52.143,33.568
b656fc6699f06381.pkl,22.332,23.965,23.149
fc43085eb5a428b8.pkl,5.824,16.177,11.001
d57447b9fc62c96c.pkl,7.595,13.053,10.324
c8b7f3bb39931add.pkl,10.881,42.891,26.886
14bd6fdebb4504be.pkl,4.192,0.0,2.096
b548e7fed157ce3e.pkl,10.417,24.63,17.523
fc2346573974f6c1.pkl,13.13,22.459,17.795
15eb904f06ae2d5f.pkl,11.447,16.1,13.774
381bfee50869b892.pkl,12.312,27.15,19.731
60339509df5970f7.pkl,14.989,66.685,40.837
7ec15cd67b44c830.pkl,4.908,2.804,3.856
712b039ccf1a63c2.pkl,6.695,37.993,22.344
dec5253667618392.pkl,13.58,89.929,51.755
628593699c2719eb.pkl,12.677,42.985,27.831
746fef09c29331.pkl,11.589,4.502,8.045
597e8c1fcccb7bab.pkl,3.908,18.544,11.226
961428f1932db227.pkl,11.764,60.166,35.965
e4eb53ed9c767afe.pkl,5.379,37.563,21.471
1054cdce7974e28.pkl,8.472,22.561,15.517
aa18cc19ee3cee0d.pkl,3.76,6.76,5.26
c60a3dc16b799a20.pkl,12.741,31.089,21.915
52eebab1847eba44.pkl,14.873,23.412,19.143
f795731dcf1fb75a.pkl,10.748,54.949,32.848
50fa6a4bdf0ac6a5.pkl,12.314,25.608,18.961
5cde9e3947ea048d.pkl,5.839,9.739,7.789
e6d6d23ea1f04c9b.pkl,6.866,19.73,13.298
f9e2892706196458.pkl,5.399,9.364,7.382
760393961d9f3864.pkl,5.155,26.5,15.828
5951a8637c976a66.pkl,2.007,2.855,2.431
4c57a11943ee46c6.pkl,1.772,3.691,2.732
91e5c4b5c748c659.pkl,5.034,5.332,5.183
536b43279e2a941c.pkl,10.001,19.194,14.597
72efccfd93bfc4ca.pkl,8.143,34.018,21.081
524bbc1a1466f5bb.pkl,6.96,22.065,14.512
8d97684ec13e465b.pkl,3.882,8.861,6.372
8feabae8f95c009d.pkl,7.057,13.954,10.506
b4c14da3c46d04e8.pkl,15.831,12.96,14.395
7a4355199e7bc747.pkl,4.128,18.966,11.547
310a1771c4da8a41.pkl,11.229,12.376,11.803
57ebf626a330b4f3.pkl,5.509,12.477,8.993
ee8f99bf1a5b760e.pkl,14.214,20.193,17.204
f537dc508f3153ea.pkl,10.593,46.816,28.705
3e64c4229a4d4a60.pkl,10.661,6.952,8.806
65a7195354d8b29f.pkl,10.74,27.265,19.003
8db5885e359c9e4a.pkl,4.227,10.776,7.502
24db7c7623517da8.pkl,2.679,8.47,5.574
83700719767a59ec.pkl,11.053,53.836,32.444
a186ec34101af98b.pkl,2.31,22.378,12.344
481c5f92c40d10f6.pkl,11.211,69.513,40.362
e6cc5a97e18faf22.pkl,11.358,36.332,23.845
cece990bb5a5f203.pkl,10.973,30.022,20.498
59896741a6c887b7.pkl,10.499,37.032,23.766
3d330bcc4080bc07.pkl,2.56,11.361,6.961
14a97c6a52761817.pkl,2.422,14.181,8.301
ccaf830668f3dbef.pkl,10.185,61.184,35.684
63d6e83d2d9f93ce.pkl,4.314,6.428,5.371
9aff89ff99aac197.pkl,7.867,11.41,9.638
c0b91ab51e4ec3e9.pkl,11.422,59.181,35.302
45b30046d94747f8.pkl,3.975,15.101,9.538
6142f0bffc05d7a5.pkl,14.8,39.004,26.902
3d3439f53cbbf4ae.pkl,2.949,6.443,4.696
26bb044d60e555bd.pkl,7.418,7.484,7.451
9195193cc884dd94.pkl,19.842,24.559,22.201
970aa18e766200c1.pkl,7.552,35.394,21.473
efe00676661ecbf.pkl,7.207,36.391,21.799
6ade113948e155bc.pkl,2.524,1.556,2.04
292be511a4f5a9b9.pkl,10.23,35.881,23.055
373f5f7e55634544.pkl,11.312,70.237,40.774
e706fc1248e1ee35.pkl,12.609,56.57,34.589
9e6408a04e7d81d3.pkl,3.457,5.642,4.549
12baaa4bcea08478.pkl,4.707,9.129,6.918
aa53694b53e07b1b.pkl,6.656,8.858,7.757
63650c36010c88bd.pkl,15.679,33.449,24.564
484ed601d5becd1b.pkl,7.062,12.619,9.841
cd8ce501def09ab9.pkl,7.953,9.638,8.796
ecd0b9f00afd601f.pkl,15.956,30.422,23.189
e7e1e174f1bd0172.pkl,2.615,2.249,2.432
de59805ed7cd019f.pkl,11.536,52.433,31.985
4bddd3c4f82551f9.pkl,4.925,5.987,5.456
d16ed8342ce5852e.pkl,14.345,36.299,25.322
e7cb48416699d983.pkl,9.691,21.6,15.646
ac973b4741fee514.pkl,19.102,9.654,14.378
c8f8b273a7af1360.pkl,9.708,44.355,27.031
616c3469070397db.pkl,2.87,31.911,17.391
8cd9dfd4bd0b89cd.pkl,4.651,8.506,6.579
2c2651bd4c19842.pkl,3.619,3.773,3.696
ef4ca6954491fb4c.pkl,5.353,13.586,9.469
aef782f755fea13e.pkl,12.727,49.575,31.151
891ca0633aaba3.pkl,3.821,3.912,3.866
a66f03ddcc66a58f.pkl,6.946,12.391,9.668
949424f2af72be8f.pkl,24.948,83.699,54.323
1e4d2dd7274d2d88.pkl,3.001,1.952,2.476
afcf43b398a36f16.pkl,17.666,10.129,13.898
a0c118ea57cbe752.pkl,9.157,45.052,27.105
d6e29d87ec240e2c.pkl,14.012,48.959,31.486
97e1160c0abca74d.pkl,7.487,16.903,12.195
da4991aaee2dd5a6.pkl,3.002,8.08,5.541
2eb218acda1e5c4d.pkl,3.254,9.557,6.406
9da0a4646e9a0fde.pkl,2.916,12.452,7.684
9de7e2d825b3f00e.pkl,4.324,7.354,5.839
81f96341ebaddeed.pkl,10.583,60.796,35.689
1cc5835841498031.pkl,4.591,3.853,4.222
4ec4c536ab31a9f4.pkl,3.488,7.841,5.665
1247d21ddb4fc6ec.pkl,4.921,14.628,9.774
ea07eea7b3948607.pkl,21.085,7.447,14.266
7d7241c33d93c420.pkl,2.051,7.098,4.575
78786f62499cc23f.pkl,5.851,20.4,13.125
c51537cb1cd3af93.pkl,23.604,8.664,16.134
85426446db8a1598.pkl,12.464,12.742,12.603
c3b12ea66c0ca2ef.pkl,9.829,35.11,22.47
6692d0ecc4688095.pkl,13.442,40.904,27.173
6840ab5631e48a44.pkl,6.289,39.681,22.985
d079375969857974.pkl,19.585,17.5,18.543
1696196b20b1ed6c.pkl,7.079,18.622,12.851
3719ba3cb5573c69.pkl,17.968,22.402,20.185
f7dbdac1807537f0.pkl,28.926,48.912,38.919
1e887d12660d5c7f.pkl,4.032,11.595,7.814
ac80753115a2712.pkl,15.921,34.264,25.093
f38e05b3afd6d803.pkl,5.697,9.009,7.353
c557fb3394014e2c.pkl,20.339,20.137,20.238
ed6822d671748264.pkl,3.41,35.77,19.59
94bccde451127173.pkl,7.637,15.054,11.345
fafde6df7eb479a7.pkl,17.042,47.014,32.028
b80acd2078968b6f.pkl,10.493,35.072,22.783
58e1729617e4cbea.pkl,11.966,62.528,37.247
ece585d1a2815c46.pkl,10.148,26.782,18.465
ca98f1969f1f3ae4.pkl,10.012,39.697,24.855
38ffff6c3a5c27c0.pkl,4.776,13.592,9.184
72bec26963f1a57b.pkl,14.585,43.842,29.213
ab90610e087e6d00.pkl,29.624,58.531,44.077
7001177e400922bb.pkl,8.084,28.873,18.479
8857ef887e98c212.pkl,9.791,132.626,71.208
a8f26bec0824f4fc.pkl,5.386,7.024,6.205
e601d9e80fc2ff4e.pkl,4.121,9.601,6.861
d8729e0f03f4f6e0.pkl,16.141,12.614,14.377
5d6f80eaaf49a665.pkl,5.605,9.608,7.606
307175cdf55ad0b5.pkl,3.994,6.967,5.48
705d1408b7e0c198.pkl,12.188,31.76,21.974
37e1d34518c6735b.pkl,6.768,15.565,11.167
c68124ea35609e26.pkl,1.887,5.609,3.748
5c08734693435154.pkl,8.352,13.377,10.865
4447e8e479ec07af.pkl,9.37,25.261,17.316
a60f9d895a761cc3.pkl,12.282,47.444,29.863
d1f70a4c4a24d1d2.pkl,14.786,57.652,36.219
b9f0fe4a12114ecf.pkl,19.889,99.334,59.612
9a5202d401fa6f6f.pkl,6.444,5.877,6.16
b6378869599443b9.pkl,18.98,59.625,39.303
4b02c5b84767e46e.pkl,2.31,9.581,5.945
993effdbc3a0bf2b.pkl,17.799,34.323,26.061
269b95fa04b70912.pkl,4.545,6.312,5.428
f854c982d2f48310.pkl,5.58,12.423,9.002
372ff23f36e61c77.pkl,3.93,62.804,33.367
76eb5115f58003b9.pkl,9.471,7.659,8.565
85776b3094fac7e7.pkl,10.703,27.445,19.074
63f450b538eb8254.pkl,9.988,20.807,15.398
44d15b2d42fba37a.pkl,5.585,9.203,7.394
c195799a9c135924.pkl,12.242,33.565,22.904
42a2ac21492f465a.pkl,6.82,34.734,20.777
db14128cf0f872e.pkl,10.175,28.905,19.54
c932050139cc39e0.pkl,16.207,25.695,20.951
bf7c64868467466b.pkl,8.481,35.929,22.205
a63de8a2a4313e5c.pkl,8.243,26.346,17.295
9d9f17dba59cc180.pkl,6.537,18.282,12.409
78dbd1604db7a2d0.pkl,23.686,58.655,41.17
14f3a9def18df6d8.pkl,1.808,3.213,2.511
b94b4e30a83f5f06.pkl,5.556,10.567,8.061
9eaf765bfb763820.pkl,2.868,5.86,4.364
ae29b07e80369d3d.pkl,11.767,13.64,12.703
29cc835a00eca02b.pkl,1.851,2.419,2.135
d38a527a1f607d24.pkl,13.001,53.791,33.396
cfc5380282eb6f42.pkl,10.253,21.366,15.81
26107945298b3902.pkl,7.26,59.096,33.178
6a102c377c8b34d8.pkl,3.088,12.388,7.738
dffd86f43de8e405.pkl,28.095,58.514,43.304
769d88112421b5ba.pkl,10.642,20.651,15.647
92379369b38c5f96.pkl,8.276,22.491,15.383
15f20edbc23bcd4b.pkl,4.14,9.23,6.685
ea8b66274c4bd7cb.pkl,14.341,63.506,38.923
bc27b9aacdb174de.pkl,12.954,68.525,40.739
bc4888eb595f44a5.pkl,10.948,28.138,19.543
c1156ee514e598d3.pkl,14.786,17.272,16.029
b9ce3e12ba800ded.pkl,8.803,24.331,16.567
360cf9d0d78d261c.pkl,5.872,26.44,16.156
3f26b4f864874cca.pkl,2.284,7.104,4.694
baa3126bd62a6e6e.pkl,8.724,28.752,18.738
23c94753581a159c.pkl,5.895,5.778,5.836
52c7f5bfb1dadfc.pkl,5.931,20.311,13.121
e4e5ff6b1f2ccefc.pkl,12.528,50.349,31.439
f8469f73e5eb9c2a.pkl,13.309,66.059,39.684
87c3b2721e9aaef.pkl,11.435,54.767,33.101
3a8060e63ff53b7c.pkl,5.866,8.342,7.104
c76ad837f3808fa8.pkl,3.262,4.654,3.958
30457873ac4cef0c.pkl,6.341,28.795,17.568
55ae8e9bcf165784.pkl,7.695,27.543,17.619
f87ae2424232676c.pkl,9.066,22.818,15.942
cb237498163b8e15.pkl,9.102,17.203,13.153
23ec09deb8f9135d.pkl,2.686,7.238,4.962
9be4694f000200c4.pkl,2.789,9.434,6.111
78198cc40a25857e.pkl,3.532,10.856,7.194
a6b74fab03743d93.pkl,16.022,37.786,26.904
d544bce4f188fd73.pkl,5.039,12.612,8.826
bfe6b871671ea053.pkl,16.364,46.584,31.474
6b3574f17d689bac.pkl,6.933,0.787,3.86
b0478b47604df1f0.pkl,1.979,2.447,2.213
7002746c5d67aa99.pkl,3.818,17.729,10.773
fd3f9260604f41c2.pkl,11.142,59.583,35.363
fe27f4775841908.pkl,4.545,31.622,18.083
7f9602eb0b44afcc.pkl,3.087,5.704,4.395
154a361a448213a0.pkl,23.165,43.331,33.248
a3bac0a5bbc433c4.pkl,4.515,12.868,8.692
9db659b51a32f939.pkl,5.612,10.103,7.858
ef89bba874a90bc6.pkl,3.173,3.279,3.226
add97105e430a2d.pkl,11.417,48.791,30.104
64b4c62e13a092ed.pkl,3.881,19.763,11.822
c7f31b578be5a9f7.pkl,16.448,33.17,24.809
56bd998c05610cd8.pkl,8.427,28.186,18.307
728b855b7913f8a.pkl,5.136,10.311,7.724
997231857f5b112c.pkl,20.884,17.294,19.089
ddb2b2ff57cf377b.pkl,3.92,14.013,8.967
1068c27cceb21de5.pkl,9.829,9.899,9.864
318c8c26293f5c8d.pkl,19.894,50.993,35.443
52d53bd0c5094e4f.pkl,7.353,13.94,10.647
24ae391808d09065.pkl,1.472,0.189,0.83
7e67500840966f7a.pkl,1.783,4.601,3.192
182bcc612a1ec0c7.pkl,8.48,34.702,21.591
a4e5cf08f907a3c7.pkl,10.455,23.361,16.908
5387593b4b09597f.pkl,3.237,4.18,3.709
67e717657f6a67c7.pkl,7.596,5.309,6.453
8c692ab4c9f23316.pkl,4.54,17.374,10.957
c21ac32dd8dce1d.pkl,7.655,106.738,57.197
53a9ede37303381f.pkl,10.406,48.017,29.212
5069bcd4939424bb.pkl,17.012,19.739,18.376
a4435eed112b3f7f.pkl,13.395,30.915,22.155
568b1638b12976fe.pkl,6.467,8.725,7.596
186c04ab012781e8.pkl,5.108,8.034,6.571
f089e1b01ff8c11a.pkl,4.348,7.303,5.826
c4568c4a7fa923d6.pkl,13.393,42.626,28.009
f50209608c5abb05.pkl,19.804,59.042,39.423
388eaae6a3a07025.pkl,7.081,39.523,23.302
153cdcabca5e872d.pkl,8.577,19.188,13.883
7d3bf39c84da1925.pkl,3.32,6.28,4.8
1015018aa81ab79d.pkl,9.688,20.282,14.985
133964fdfd035304.pkl,9.328,44.017,26.673
191ebca18d6f528.pkl,13.582,48.482,31.032
2197e8cfd8e62c37.pkl,13.01,41.269,27.14
2d632ca436e4d2dc.pkl,3.725,3.375,3.55
e7527e1c29cc04ed.pkl,6.028,11.729,8.878
3097a657fe735691.pkl,9.304,21.587,15.445
c5560551e3ec45f9.pkl,14.682,51.249,32.966
58b5120699a4454f.pkl,9.263,78.278,43.771
93ef24eedb3d1dc8.pkl,6.957,39.108,23.033
2d33a2950be7087b.pkl,3.208,1.953,2.581
dc059655d17749d.pkl,7.477,52.275,29.876
c6ceeb8a260f43a2.pkl,18.879,51.912,35.395
462c2abbfc5ab8e4.pkl,11.636,39.505,25.57
5f85e0380dc240f.pkl,4.079,1.528,2.804
d821aae4cce1bbce.pkl,11.217,33.299,22.258
f055801143152c0.pkl,8.677,33.419,21.048
db42254d6cccc04f.pkl,7.569,15.198,11.384
add067b48941fc9e.pkl,13.01,25.981,19.496
71c3806318b2f408.pkl,15.672,38.657,27.165
43b63644c0999656.pkl,7.251,45.126,26.189
558726d902b75583.pkl,8.714,30.548,19.631
df355080dfc6d2d2.pkl,6.513,18.921,12.717
7a5a8864f3f33f07.pkl,9.209,3.419,6.314
55532b34a70a6a46.pkl,8.114,17.918,13.016
6f5f49539bad5bfb.pkl,6.583,15.504,11.043
96a92a204f87f5bb.pkl,19.489,16.345,17.917
700c6e0f93959276.pkl,9.244,19.314,14.279
1a51a38d1d9625b1.pkl,4.228,14.043,9.136
401d5bd55728710e.pkl,4.329,6.208,5.268
5f29f03224a36f08.pkl,2.171,10.783,6.477
a819d023e9906d34.pkl,10.324,88.616,49.47
a84fdc77dd37b1be.pkl,6.242,13.413,9.828
335dc350a8183d63.pkl,4.001,19.112,11.557
97a7d191885ac3f4.pkl,2.877,9.723,6.3
bf40e3231792aaf0.pkl,21.999,33.976,27.987
43ab5670790583f9.pkl,17.136,33.507,25.322
249eebdcaf008417.pkl,6.067,10.284,8.176
8e501476a0e45fac.pkl,2.723,4.935,3.829
114a5fe1132d9e3c.pkl,6.225,10.011,8.118
77288cc39ebc0fb3.pkl,10.739,36.79,23.765
525736b8cc593e2.pkl,9.417,49.553,29.485
b99863b29dacf000.pkl,13.759,38.072,25.916
5c81f15f19ec242d.pkl,1.352,0.565,0.959
e134cfcae8807c4b.pkl,9.134,20.61,14.872
373d308e72b25d3c.pkl,2.992,2.248,2.62
8d9fe37c59c026da.pkl,3.906,10.612,7.259
a057334629efd7b.pkl,20.384,40.571,30.478
7b084e818ff4032.pkl,1.573,7.272,4.422
8a89cfce0311fb8d.pkl,6.471,13.741,10.106
9d0eeacb0cac9d4e.pkl,3.264,14.653,8.959
7093aef2a2e9046c.pkl,11.552,44.802,28.177
161f8d15b97d82.pkl,10.52,28.987,19.754
ab9d44ca78e16080.pkl,9.458,44.377,26.917
e6d0f8f1de00b518.pkl,6.471,11.164,8.818
f87992db960112a.pkl,11.304,23.543,17.424
e3ce6e94832e4fea.pkl,13.26,33.265,23.263
33b1642b4da100e.pkl,16.006,24.909,20.457
e0a7a91acfb1221.pkl,9.17,9.642,9.406
778676fa77440405.pkl,9.137,30.728,19.932
c3d35096d7d50048.pkl,1.67,5.603,3.636
728b72661a79108b.pkl,25.471,44.378,34.924
873554f283a48ead.pkl,9.13,38.862,23.996
2c7a6572d494aa14.pkl,5.345,6.95,6.147
351cbc4b6ea857c8.pkl,9.161,39.391,24.276
a2e8e44158e6d183.pkl,4.661,9.177,6.919
ebb18f24863acda7.pkl,15.356,50.099,32.728
21d6837ab3d7ab0b.pkl,2.645,1.988,2.317
44fa9964a3589994.pkl,17.765,40.096,28.931
6740bc62ba1bca87.pkl,8.333,44.336,26.334
bcffededef468c64.pkl,16.299,23.077,19.688
e3550b7eea5e4443.pkl,24.2,24.63,24.415
8de6fddd3e409cad.pkl,3.898,9.927,6.912
3d1247c09a1fee94.pkl,6.242,5.4,5.821
a1bb9cb3a7a99c25.pkl,15.606,35.111,25.358
d1afdf2c2522c8d2.pkl,1.877,4.91,3.394
b30f8eaea8052bfd.pkl,8.943,20.564,14.753
c5d582b79208610e.pkl,5.729,31.396,18.563
9fdfa959edd05e42.pkl,8.282,8.033,8.158
61500cdf90b7adc5.pkl,10.855,77.282,44.068
5e7613180441be81.pkl,7.074,13.488,10.281
bd8ac9ed47058ab0.pkl,24.991,47.395,36.193
b262200be0d2b7f0.pkl,10.056,24.025,17.04
